Country;Building Name;Cost Center;Grid;Month;Year;Account Number;Amount FX;Avg kW;KWH;SAP Number
BRASIL;RESTINGA SECA;J639LT1;SHELTER;11;2020;61210005;318,10;0,00;67.252,00;185872
BRASIL;RESTINGA SECA;J639LT1;SHELTER;01;2021;61210005;426,39;0,00;2.357,00;185872
BRASIL;RESTINGA SECA;J639LT1;SHELTER;02;2021;61210005;388,84;0,00;2.164,00;185872
BRASIL;RESTINGA SECA;J639LT1;SHELTER;03;2021;61210005;362,43;0,00;1.997,00;185872
BRASIL;RESTINGA SECA;J639LT1;SHELTER;04;2021;61210005;313,57;0,00;1.820,00;185872
BRASIL;RIO CENTRO;J639LT1;NODO;10;2020;61210005;2.212,82;0,00;6.434,00;186586
BRASIL;RIO CENTRO;J639LT1;NODO;11;2020;61210005;1.982,69;0,00;6.557,00;186586
BRASIL;RIO CENTRO;J639LT1;NODO;01;2021;61210005;2.658,57;0,00;12.400,00;186586
BRASIL;RIO CENTRO;J639LT1;NODO;02;2021;61210005;2.189,88;0,00;10.320,00;186586
BRASIL;RIO CENTRO;J639LT1;NODO;03;2021;61210005;2.371,61;0,00;11.040,00;186586
BRASIL;RIO CENTRO;J639LT1;NODO;04;2021;61210005;2.480,09;0,00;11.120,00;186586
BRASIL;RIO NEGRO;J639LT1;SHELTER;10;2020;61210005;377,19;0,00;50.551,00;187783
BRASIL;RIO NEGRO;J639LT1;SHELTER;11;2020;61210005;428,17;0,00;53.392,00;187783
BRASIL;RIO NEGRO;J639LT1;SHELTER;12;2020;61210005;443,06;0,00;2.808,00;187783
BRASIL;RIO NEGRO;J639LT1;SHELTER;01;2021;61210005;450,65;0,00;2.854,00;187783
BRASIL;RIO NEGRO;J639LT1;SHELTER;02;2021;61210005;403,78;0,00;2.639,00;187783
BRASIL;RIO NEGRO;J639LT1;SHELTER;03;2021;61210005;475,40;0,00;3.007,00;187783
BRASIL;RIO NEGRO;J639LT1;SHELTER;04;2021;61210005;449,79;0,00;2.839,00;187783
BRASIL;SAAN;J639LT1;NODO;10;2020;61210005;1.480,20;0,00;12.208,00;187744
BRASIL;SAAN;J639LT1;NODO;11;2020;61210005;1.493,70;0,00;12.208,00;187744
BRASIL;SAAN;J639LT1;NODO;12;2020;61210005;3.335,18;0,00;23.304,00;187744
BRASIL;SAAN;J639LT1;NODO;01;2021;61210005;4.462,81;0,00;2.534,00;187744
BRASIL;SAAN;J639LT1;NODO;02;2021;61210005;2.200,24;0,00;18.553,00;187744
BRASIL;SAAN;J639LT1;NODO;03;2021;61210005;2.229,70;0,00;18.553,00;187744
BRASIL;SAAN;J639LT1;NODO;04;2021;61210005;2.214,86;0,00;18.473,00;187744
BRASIL;SANTA BARBARA;J639LT1;SHELTER;10;2020;61210005;25,18;0,00;14.099,00;187744
BRASIL;SANTA BARBARA;J639LT1;SHELTER;12;2020;61210005;27,57;0,00;1.960,00;187744
BRASIL;SANTA BARBARA;J639LT1;SHELTER;01;2021;61210005;27,67;0,00;1.960,00;187744
BRASIL;SANTA BARBARA;J639LT1;SHELTER;02;2021;61210005;31,02;0,00;2.240,00;187744
BRASIL;SANTA BARBARA;J639LT1;SHELTER;03;2021;61210005;63,01;0,00;1.960,00;187744
BRASIL;SANTA BARBARA;J639LT1;SHELTER;04;2021;61210005;26,40;0,00;1.960,00;187744
BRASIL;SANTA CECILIA;J639LT1;SHELTER;10;2020;61210005;228,91;0,00;49.768,00;187783
BRASIL;SANTA CECILIA;J639LT1;SHELTER;11;2020;61210005;251,76;0,00;51.348,00;187783
BRASIL;SANTA CECILIA;J639LT1;SHELTER;12;2020;61210005;283,36;0,00;51.348,00;187783
BRASIL;SANTA CECILIA;J639LT1;SHELTER;01;2021;61210005;271,59;0,00;1.677,00;187783
BRASIL;SANTA CECILIA;J639LT1;SHELTER;02;2021;61210005;271,96;0,00;1.695,00;187783
BRASIL;SANTA CECILIA;J639LT1;SHELTER;03;2021;61210005;0,00;0,00;100,00;187783
BRASIL;SANTA CECILIA;J639LT1;SHELTER;04;2021;61210005;311,55;0,00;2.054,00;187783
BRASIL;SANTA MARIA;J639LT1;NODO;10;2020;61210005;412,01;0,00;58.579,00;189054
BRASIL;SANTA MARIA;J639LT1;NODO;01;2021;61210005;514,77;0,00;2.608,63;189054
BRASIL;SANTA MARIA;J639LT1;NODO;02;2021;61210005;458,39;0,00;2.289,00;189054
BRASIL;SANTA MARIA;J639LT1;NODO;03;2021;61210005;519,77;0,00;2.585,00;189054
BRASIL;SANTA MARIA;J639LT1;NODO;04;2021;61210005;445,36;0,00;2.196,00;189054
BRASIL;SANTO AMARO;J639LT1;NODO;10;2020;61210005;1.062,11;0,00;1.983,00;185934
BRASIL;SANTO AMARO;J639LT1;NODO;11;2020;61210005;1.127,33;0,00;2.193,00;185934
BRASIL;SANTO AMARO;J639LT1;NODO;12;2020;61210005;1.087,35;0,00;8.000,00;185934
BRASIL;SANTO AMARO;J639LT1;NODO;01;2021;61210005;1.320,15;0,00;9.080,00;185934
BRASIL;SANTO AMARO;J639LT1;NODO;02;2021;61210005;1.098,57;0,00;8.040,00;185934
BRASIL;SANTO AMARO;J639LT1;NODO;03;2021;61210005;1.127,57;0,00;8.080,00;185934
BRASIL;SANTO AMARO;J639LT1;NODO;04;2021;61210005;1.308,89;0,00;9.600,00;185934
BRASIL;SANTO ANDRÉ;J639LT1;NODO;10;2020;61210005;285,97;0,00;60.376,00;185934
BRASIL;SANTO ANDRÉ;J639LT1;NODO;11;2020;61210005;346,23;0,00;62.725,00;185934
BRASIL;SANTO ANDRÉ;J639LT1;NODO;12;2020;61210005;326,24;0,00;2.159,00;185934
BRASIL;SANTO ANDRÉ;J639LT1;NODO;01;2021;61210005;228,91;0,00;1.481,00;185934
BRASIL;SANTO ANDRÉ;J639LT1;NODO;02;2021;61210005;213,24;0,00;1.542,00;185934
BRASIL;SANTO ANDRÉ;J639LT1;NODO;03;2021;61210005;226,20;0,00;1.605,00;185934
BRASIL;SANTO ANDRÉ;J639LT1;NODO;04;2021;61210005;65,39;0,00;400,00;185934
BRASIL;SAO BERNARDO;J639LT1;NODO;10;2020;61210005;1.766,49;0,00;12.391,00;185934
BRASIL;SAO BERNARDO;J639LT1;NODO;11;2020;61210005;1.751,06;0,00;12.439,12;185934
BRASIL;SAO BERNARDO;J639LT1;NODO;12;2020;61210005;15,90;0,00;100,00;185934
BRASIL;SAO BERNARDO;J639LT1;NODO;01;2021;61210005;17,03;0,00;100,00;185934
BRASIL;SAO BERNARDO;J639LT1;NODO;02;2021;61210005;1.357,27;0,00;10.364,70;185934
BRASIL;SAO BERNARDO;J639LT1;NODO;03;2021;61210005;859,22;0,00;10.111,27;185934
BRASIL;SAO BERNARDO;J639LT1;NODO;04;2021;61210005;1.320,99;0,00;10.001,14;185934
BRASIL;SAO FELIPE;J639LT1;SHELTER;10;2020;61210005;158,02;0,00;51.632,00;187783
BRASIL;SAO FELIPE;J639LT1;SHELTER;11;2020;61210005;205,54;0,00;53.051,00;187783
BRASIL;SAO FELIPE;J639LT1;SHELTER;12;2020;61210005;262,59;0,00;1.585,00;187783
BRASIL;SAO FELIPE;J639LT1;SHELTER;01;2021;61210005;221,51;0,00;1.517,00;187783
BRASIL;SAO FELIPE;J639LT1;SHELTER;02;2021;61210005;193,15;0,00;1.405,00;187783
BRASIL;SAO FELIPE;J639LT1;SHELTER;03;2021;61210005;196,37;0,00;1.557,00;187783
BRASIL;SAO FELIPE;J639LT1;SHELTER;04;2021;61210005;218,60;0,00;1.440,00;187783
BRASIL;SÃO GABRIEL;J639LT1;SHELTER;10;2020;61210005;2.232,53;0,00;38.204,00;187571
BRASIL;SÃO GABRIEL;J639LT1;SHELTER;11;2020;61210005;2.304,95;0,00;55.182,00;187571
BRASIL;SÃO GABRIEL;J639LT1;SHELTER;12;2020;61210005;2.428,79;0,00;16.544,00;187571
BRASIL;SÃO GABRIEL;J639LT1;SHELTER;01;2021;61210005;2.517,15;0,00;17.673,00;187571
BRASIL;SÃO GABRIEL;J639LT1;SHELTER;02;2021;61210005;2.325,91;0,00;16.832,00;187571
BRASIL;SÃO GABRIEL;J639LT1;SHELTER;03;2021;61210005;2.601,33;0,00;18.952,00;187571
BRASIL;SÃO GABRIEL;J639LT1;SHELTER;04;2021;61210005;2.510,60;0,00;18.011,00;187571
BRASIL;SÃO JOSE DOS PINHAIS;J639LT1;SHELTER;10;2020;61210005;258,35;0,00;97.540,00;186585
BRASIL;SÃO JOSE DOS PINHAIS;J639LT1;SHELTER;11;2020;61210005;304,10;0,00;99.541,00;186585
BRASIL;SÃO JOSE DOS PINHAIS;J639LT1;SHELTER;12;2020;61210005;386,37;0,00;2.371,00;186585
BRASIL;SÃO JOSE DOS PINHAIS;J639LT1;SHELTER;01;2021;61210005;435,73;0,00;2.703,00;186585
BRASIL;SÃO JOSE DOS PINHAIS;J639LT1;SHELTER;02;2021;61210005;361,01;0,00;6.921,00;186585
BRASIL;SÃO JOSE DOS PINHAIS;J639LT1;SHELTER;03;2021;61210005;341,80;0,00;2.184,00;186585
BRASIL;SÃO JOSE DOS PINHAIS;J639LT1;SHELTER;04;2021;61210005;291,32;0,00;1.859,00;186585
BRASIL;SARACANTA CONSTR E ADM;J639LT1;DATACENTER;01;2021;61210005;14,64;0,00;0,00;187663
BRASIL;SARACANTA CONSTR E ADM;J639LT1;DATACENTER;02;2021;61210005;14,64;0,00;0,00;187663
BRASIL;SARACANTA CONSTR E ADM;J639LT1;DATACENTER;03;2021;61210005;14,64;0,00;0,00;187663
BRASIL;SARACANTA CONSTR E ADM;J639LT1;DATACENTER;04;2021;61210005;14,64;0,00;0,00;187663
BRASIL;SEDE DAS EMPRESAS;J639LT1;NODO;10;2020;61210005;11,41;0,00;31.338,00;186586
BRASIL;SEDE DAS EMPRESAS;J639LT1;NODO;11;2020;61210005;9,91;0,00;31.399,00;186586
BRASIL;SEDE DAS EMPRESAS;J639LT1;NODO;01;2021;61210005;9,82;0,00;57,00;186586
BRASIL;SEDE DAS EMPRESAS;J639LT1;NODO;02;2021;61210005;8,84;0,00;53,00;186586
BRASIL;SEDE DAS EMPRESAS;J639LT1;NODO;03;2021;61210005;9,41;0,00;56,00;186586
BRASIL;SEDE DAS EMPRESAS;J639LT1;NODO;04;2021;61210005;8,98;0,00;51,00;186586
BRASIL;SEROPÉDICA;J639LT1;SHELTER;10;2020;61210005;792,54;0,00;86.015,00;186586
BRASIL;SEROPÉDICA;J639LT1;SHELTER;11;2020;61210005;755,91;0,00;89.924,00;186586
BRASIL;SEROPÉDICA;J639LT1;SHELTER;01;2021;61210005;971,27;0,00;4.702,00;186586
BRASIL;SEROPÉDICA;J639LT1;SHELTER;02;2021;61210005;929,14;0,00;4.680,00;186586
BRASIL;SEROPÉDICA;J639LT1;SHELTER;03;2021;61210005;1.000,47;0,00;5.020,00;186586
BRASIL;SEROPÉDICA;J639LT1;SHELTER;04;2021;61210005;932,72;0,00;4.440,00;186586
BRASIL;SOROCABA;J639LT1;NODO;10;2020;61210005;1.142,01;0,00;18.833,00;187623
BRASIL;SOROCABA;J639LT1;NODO;11;2020;61210005;1.258,43;0,00;19.085,00;187623
BRASIL;SOROCABA;J639LT1;NODO;12;2020;61210005;1.271,29;0,00;9.520,00;187623
BRASIL;SOROCABA;J639LT1;NODO;01;2021;61210005;1.380,31;0,00;9.520,00;187623
BRASIL;SOROCABA;J639LT1;NODO;02;2021;61210005;1.208,22;0,00;8.960,00;187623
BRASIL;SOROCABA;J639LT1;NODO;03;2021;61210005;1.312,37;0,00;9.640,00;187623
BRASIL;SOROCABA;J639LT1;NODO;04;2021;61210005;1.171,99;0,00;8.680,00;187623
BRASIL;TELEPORTO CURITIBA;J639LT6;TELEPORTO;10;2020;65366540;35.550,30;0,00;293.760,00;186585
BRASIL;TELEPORTO CURITIBA;J639LT6;TELEPORTO;11;2020;65366540;36.831,20;0,00;304.441,00;186585
BRASIL;TELEPORTO CURITIBA;J639LT6;TELEPORTO;12;2020;65366540;36.269,00;0,00;295.159,00;186585
BRASIL;TELEPORTO CURITIBA;J639LT6;TELEPORTO;01;2021;65366540;42.595,53;0,00;306.563,00;186585
BRASIL;TELEPORTO CURITIBA;J639LT6;TELEPORTO;02;2021;65366540;38.587,21;0,00;308.997,00;186585
BRASIL;TELEPORTO CURITIBA;J639LT6;TELEPORTO;03;2021;65366540;36.668,48;0,00;284.355,00;186585
BRASIL;TELEPORTO CURITIBA;J639LT6;TELEPORTO;04;2021;65366540;40.895,90;0,00;328.651,00;186585
BRASIL;TELEPORTO RIO DE JANEIRO;J639LT6;TELEPORTO;10;2020;65366540;73.286,92;0,00;1.525,91;189660
BRASIL;TELEPORTO RIO DE JANEIRO;J639LT6;TELEPORTO;11;2020;65366540;70.695,83;0,00;1.471,96;189660
BRASIL;TELEPORTO RIO DE JANEIRO;J639LT6;TELEPORTO;12;2020;65366540;72.941,74;0,00;1.518.719,00;189660
BRASIL;TELEPORTO RIO DE JANEIRO;J639LT6;TELEPORTO;01;2021;65366540;84.607,17;0,00;0,00;186585
BRASIL;TELEPORTO RIO DE JANEIRO;J639LT6;TELEPORTO;02;2021;65366540;78.371,67;0,00;0,00;186585
BRASIL;TELEPORTO RIO DE JANEIRO;J639LT6;TELEPORTO;03;2021;65366540;87.836,06;0,00;0,00;186585
BRASIL;TELEPORTO RIO DE JANEIRO;J639LT6;TELEPORTO;04;2021;65366540;88.520,66;0,00;0,00;186585
ARGENTINA;Telepuerto Buenos Aires;J638LT1;TELEPORTO;01;2021;61210005;6.640,08;0,00;183.360,00;190626
ARGENTINA;Telepuerto Buenos Aires;J638LT1;TELEPORTO;02;2021;61210005;6.661,79;0,00;182.760,00;190626
ARGENTINA;Telepuerto Buenos Aires;J638LT1;TELEPORTO;03;2021;61210005;2.839,17;0,00;163.920,00;190626
VENEZUELA;Telepuerto Caracas;J643LT1;TELEPORTO;01;2021;61210005;1.146.136,21;0,00;61.560,00;187164
VENEZUELA;Telepuerto Caracas;J643LT1;TELEPORTO;02;2021;61210005;1.072.335,14;0,00;57.600,00;187164
EQUADOR;Telepuerto Guayaquil;J637LT6;TELEPORTO;11;2020;65366540;0,00;0,00;118.045,00;188693
EQUADOR;Telepuerto Guayaquil;J637LT6;TELEPORTO;12;2020;65366540;0,00;0,00;86.985,60;188693
EQUADOR;Telepuerto Guayaquil;J637LT6;TELEPORTO;01;2021;65366540;0,00;0,00;96.451,20;188693
EQUADOR;Telepuerto Guayaquil;J637LT6;TELEPORTO;02;2021;65366540;0,00;0,00;94.900,80;188693
EQUADOR;Telepuerto Guayaquil;J637LT6;TELEPORTO;03;2021;65366540;0,00;0,00;98.654,40;188693
EQUADOR;Telepuerto Guayaquil;J637LT6;TELEPORTO;04;2021;65366540;0,00;0,00;97.348,80;188693
EQUADOR;Telepuerto Quito;J637LT6;TELEPORTO;12;2020;65366540;0,00;0,00;17.976,73;188693
EQUADOR;Telepuerto Quito;J637LT6;TELEPORTO;01;2021;65366540;0,00;0,00;223.551,04;188693
EQUADOR;Telepuerto Quito;J637LT6;TELEPORTO;02;2021;65366540;0,00;0,00;195.734,73;188693
EQUADOR;Telepuerto Quito;J637LT6;TELEPORTO;03;2021;65366540;0,00;0,00;200.758,87;188693
EQUADOR;Telepuerto Quito;J637LT6;TELEPORTO;04;2021;65366540;0,00;0,00;203.422,85;188693
BRASIL;TEUTONIA;J639LT1;SHELTER;10;2020;61210005;393,80;0,00;61.575,00;188163
BRASIL;TEUTONIA;J639LT1;SHELTER;11;2020;61210005;405,74;0,00;64.621,00;188163
BRASIL;TEUTONIA;J639LT1;SHELTER;12;2020;61210005;477,01;0,00;3.289,00;188163
BRASIL;TEUTONIA;J639LT1;SHELTER;01;2021;61210005;490,70;0,00;3.467,00;188163
BRASIL;TEUTONIA;J639LT1;SHELTER;02;2021;61210005;477,71;0,00;3.483,00;188163
BRASIL;TEUTONIA;J639LT1;SHELTER;03;2021;61210005;421,22;0,00;3.074,00;188163
BRASIL;TEUTONIA;J639LT1;SHELTER;04;2021;61210005;480,88;0,00;3.506,00;188163
BRASIL;TIVIT TERC DE PROC SERV E TECNOL SA;J639LT1;DATACENTER;01;2021;61210005;12.993,86;0,00;0,00;187658
BRASIL;TIVIT TERC DE PROC SERV E TECNOL SA;J639LT1;DATACENTER;02;2021;61210005;12.993,86;0,00;0,00;187658
BRASIL;TIVIT TERC DE PROC SERV E TECNOL SA;J639LT1;DATACENTER;03;2021;61210005;12.993,86;0,00;0,00;187658
BRASIL;TIVIT TERC DE PROC SERV E TECNOL SA;J639LT1;DATACENTER;04;2021;61210005;12.993,86;0,00;0,00;187658
BRASIL;TRIUNFO;J639LT1;SHELTER;10;2020;61210005;317,22;0,00;19.505,00;188171
BRASIL;TRIUNFO;J639LT1;SHELTER;11;2020;61210005;303,50;0,00;21.376,82;188171
BRASIL;TRIUNFO;J639LT1;SHELTER;12;2020;61210005;375,90;0,00;2.079,00;188171
BRASIL;TRIUNFO;J639LT1;SHELTER;01;2021;61210005;330,17;0,00;1.959,00;188171
BRASIL;TRIUNFO;J639LT1;SHELTER;02;2021;61210005;347,29;0,00;2.044,00;188171
BRASIL;TRIUNFO;J639LT1;SHELTER;03;2021;61210005;294,58;0,00;1.814,00;188171
BRASIL;TRIUNFO;J639LT1;SHELTER;04;2021;61210005;316,58;0,00;1.950,00;188171
BRASIL;URUGUAIANA;J639LT1;SHELTER;10;2020;61210005;717,63;0,00;22.667,00;189054
BRASIL;URUGUAIANA;J639LT1;SHELTER;11;2020;61210005;850,55;0,00;27.514,00;189054
BRASIL;URUGUAIANA;J639LT1;SHELTER;01;2021;61210005;905,80;0,00;4.786,00;189054
BRASIL;URUGUAIANA;J639LT1;SHELTER;02;2021;61210005;807,37;0,00;4.526,00;189054
BRASIL;URUGUAIANA;J639LT1;SHELTER;03;2021;61210005;892,72;0,00;4.967,00;189054
BRASIL;URUGUAIANA;J639LT1;SHELTER;04;2021;61210005;837,04;0,00;4.687,00;189054
BRASIL;VACARIA;J639LT1;SHELTER;10;2020;61210005;478,76;0,00;48.374,00;189054
BRASIL;VACARIA;J639LT1;SHELTER;11;2020;61210005;560,23;0,00;51.472,00;189054
BRASIL;VACARIA;J639LT1;SHELTER;01;2021;61210005;605,88;0,00;3.151,00;189054
BRASIL;VACARIA;J639LT1;SHELTER;02;2021;61210005;517,95;0,00;2.816,00;189054
BRASIL;VACARIA;J639LT1;SHELTER;03;2021;61210005;573,68;0,00;3.098,00;189054
BRASIL;VACARIA;J639LT1;SHELTER;04;2021;61210005;519,52;0,00;2.814,00;189054
BRASIL;VARGINHA;J639LT1;SHELTER;10;2020;61210005;48,34;0,00;35.757,00;187744
BRASIL;VARGINHA;J639LT1;SHELTER;12;2020;61210005;752,21;0,00;11.760,00;187744
BRASIL;VARGINHA;J639LT1;SHELTER;01;2021;61210005;71,43;0,00;10.120,00;187744
BRASIL;VARGINHA;J639LT1;SHELTER;02;2021;61210005;77,24;0,00;10.120,00;187744
BRASIL;VARGINHA;J639LT1;SHELTER;03;2021;61210005;0,00;0,00;10.640,00;187744
BRASIL;VARGINHA;J639LT1;SHELTER;04;2021;61210005;0,00;0,00;10.000,00;187744
BRASIL;VASSOURAS;J639LT1;SHELTER;10;2020;61210005;880,23;0,00;7.531,00;186586
BRASIL;VASSOURAS;J639LT1;SHELTER;11;2020;61210005;772,73;0,00;7.581,00;186586
BRASIL;VASSOURAS;J639LT1;SHELTER;01;2021;61210005;524,52;0,00;2.480,00;186586
BRASIL;VASSOURAS;J639LT1;SHELTER;02;2021;61210005;551,54;0,00;2.880,00;186586
BRASIL;VASSOURAS;J639LT1;SHELTER;03;2021;61210005;505,94;0,00;2.640,00;186586
BRASIL;VASSOURAS;J639LT1;SHELTER;04;2021;61210005;548,32;0,00;2.640,00;186586
;;;;;;;6.436.455,55 ;0,00 ;40.154.327,900 ;186586
